0.575262,0.111382,1,0.834445,0.421914,0.893138,0.81463,0.36172
0.707975,0.116226,0.87486,0.862349,0.573442,0.779421,0.645463,0.424312
0.61142,0.136943,0.711634,0.635326,0.957169,0.569793,0.859276,0.462431
0.636535,0.132644,0.851124,0.803298,0.740172,0.450976,0.700203,0.577557
0.368722,0.133823,0.711956,0.716919,0.855712,0.683115,1,0.466203
0.721284,0.139376,0.606422,0.780641,0.708633,0.712189,0.817339,0.434531
0.771094,0.120407,0.729932,0.541736,0.848276,0.680426,0.701639,0.562362
0.84991,0.112783,0.739411,0.663001,0.933956,0.509987,0.774736,0.471358
0.592714,0.115604,0.611032,0.767032,0.728766,0.815705,0.835126,0.519605
0.732041,0.147498,0.592125,0.890624,0.646129,0.690561,0.402586,0.712803
0.73063,0.134484,0.553623,0.542054,1,0.641535,0.53279,0.724899
0.639516,0.159637,0.39816,0.834621,0.900819,0.743407,0.85281,0.349173
0.816314,0.124097,0.510149,0.906586,0.662462,0.693617,0.773809,0.484682
0.671589,0.129091,0.70607,0.863493,0.846185,0.723908,0.514551,0.482976
0.688142,0.122585,0.622217,0.696576,0.921301,0.641625,0.51616,0.700523
0.611401,0.131008,0.732221,0.729436,0.790297,0.717334,0.809018,0.434015
0.680661,0.123388,0.818389,0.664094,0.469865,0.706793,0.733921,0.689325
0.842723,0.105648,0.702254,0.526234,0.79578,0.560353,0.868616,0.587563
0.772437,0.143905,0.924152,0.664771,0.69496,0.551569,0.641698,0.4529
0.851298,0.114865,0.690801,0.856825,0.7713,0.536905,0.702797,0.491483
0.842329,0.106977,0.679279,0.816966,0.63443,0.767226,0.614102,0.552487
0.575703,0.119652,0.794763,0.705233,0.694088,0.81517,0.711121,0.525348
0.830126,0.13602,0.532624,0.794751,0.703563,0.602767,0.571607,0.680381
0.764612,0.104174,0.791566,0.587158,0.882461,0.452896,0.930491,0.542527
0.804308,0.094729,0.771636,0.765908,0.567979,0.753138,0.96171,0.374261
0.544506,0.135967,0.734311,0.775794,0.927053,0.710174,0.498356,0.573076
0.528681,0.132793,0.665575,0.645964,0.787432,0.89347,0.521152,0.687877
0.80991,0.11675,0.761244,0.769739,0.528189,0.756213,0.605968,0.580026
0.682757,0.127104,0.830733,0.742514,0.92223,0.544128,0.623975,0.479886
0.836401,0.106538,0.433974,0.551313,0.731596,0.798024,0.907758,0.652399
0.537972,0.152111,0.637593,0.741995,0.491789,0.763667,0.710469,0.714383
0.717043,0.143806,0.504793,0.87581,0.463697,0.819276,0.662902,0.633418
0.74963,0.144558,0.634933,0.709269,0.718837,0.741537,0.474858,0.654972
0.5947,0.11474,0.601497,0.521997,0.977889,0.937056,0.722132,0.552302
0.580245,0.136357,0.631004,0.689801,0.706636,0.759158,0.599264,0.746821
0.697753,0.150141,0.391829,0.770178,0.673618,1,0.82786,0.366598
0.734806,0.136247,0.666035,0.763381,0.799828,0.769149,0.5359,0.497378
0.692218,0.135091,0.505972,0.761839,0.516237,0.949738,0.613209,0.669068
0.673907,0.126959,0.619503,0.792081,0.835909,0.650837,0.616476,0.623029
0.734582,0.116727,0.658777,0.686374,0.671791,0.729456,0.908399,0.46953
0.77961,0.127236,0.807448,0.620825,0.778517,0.723504,0.602721,0.495369
0.644016,0.134984,0.519273,0.829402,0.726331,0.495945,0.777346,0.713394
0.780913,0.118214,0.778848,0.899639,0.821476,0.427465,0.441836,0.668066
0.813865,0.128529,0.677262,0.718521,0.739796,0.705996,0.868359,0.339785
0.791121,0.089667,0.744108,0.831297,0.77921,0.834593,0.623992,0.428256
0.533376,0.157876,0.74052,0.423415,0.897792,0.669647,0.866769,0.513209
0.555826,0.129594,0.805132,0.558654,0.655268,0.851468,0.674931,0.635839
0.80092,0.143687,0.573124,0.661868,0.843957,0.611386,0.477885,0.719572
0.957536,0.138581,0.468017,0.520056,0.496792,0.765641,0.277212,0.904029
0.930079,0.107084,0.72441,0.792307,0.696767,0.488682,0.727256,0.540571
0.847515,0.121307,0.554733,0.734286,0.84328,0.467751,0.827239,0.552954
0.631235,0.153118,0.548877,0.70205,0.752777,0.716526,0.839469,0.484334
0.703899,0.113742,0.670449,0.742937,0.700314,0.744126,0.602637,0.666384
0.666086,0.145523,0.46133,0.817296,0.755997,0.645872,0.755902,0.585236
0.437055,0.136333,0.630892,1,0.830723,0.770638,0.648154,0.455566
0.637927,0.111095,0.921797,0.825258,0.550253,0.854035,0.750245,0.35103
0.878333,0.132524,0.845842,0.647431,0.790856,0.575956,0.493879,0.544449
0.679862,0.118385,0.737813,0.734046,0.664661,0.712948,0.657241,0.612851
0.76419,0.135608,0.424534,0.909261,0.635597,0.747579,0.763461,0.511854
0.877431,0.145442,0.60651,0.436566,0.549923,0.579427,0.289149,1
0.850818,0.103226,0.814741,0.893119,0.679531,0.781689,0.67609,0.285603
0.781434,0.123973,0.633604,0.781185,0.760262,0.451284,0.67969,0.691587
0.616297,0.137749,0.705512,0.815818,0.902903,0.661326,0.494228,0.55364
0.641024,0.125976,0.756727,0.873474,0.712715,0.835258,0.578937,0.425131
0.734138,0.148272,0.329996,0.929082,0.738608,0.807827,0.714796,0.464941
0.685904,0.1383,0.544679,0.5796,0.853215,0.695615,0.765971,0.605847
0.611287,0.136208,0.544997,0.700912,0.804838,0.695923,0.777733,0.593472
0.648401,0.144263,0.494515,0.651883,0.742315,0.841071,0.763118,0.556794
0.666874,0.156824,0.550854,0.619527,0.535661,0.842271,0.556016,0.804591
0.957753,0.10794,0.629179,0.789714,0.803283,0.815644,0.512838,0.437458
0.69245,0.108685,0.770791,0.340764,0.879031,0.709836,0.890279,0.591913
0.726519,0.111724,0.913171,0.663476,0.815556,0.625425,0.656729,0.477535
0.751609,0.136101,0.714664,0.598414,0.720906,0.59344,0.761156,0.589097
0.564459,0.147371,0.521583,0.680612,0.899974,0.6815,0.805312,0.544157
0.889145,0.123363,0.503958,0.67533,0.750789,0.798342,0.610269,0.604601
0.745758,0.122399,0.807136,0.484516,0.87294,0.858227,0.458301,0.590438
0.746275,0.106703,0.439526,0.591959,0.73593,0.888306,0.804839,0.657753
0.662198,0.124708,0.63835,0.623022,0.725063,0.739102,0.618912,0.742196
0.83938,0.117752,0.652022,0.624185,0.843042,0.780787,0.590043,0.531283
0.639523,0.128516,0.670681,0.757595,0.682155,0.764196,0.604313,0.646841
0.737117,0.128738,0.536379,0.662704,0.710108,0.601171,0.856444,0.644175
0.697627,0.12018,0.608362,0.952183,0.79755,0.768312,0.591594,0.436895
0.424223,0.141442,0.476802,0.813415,0.927679,0.638209,0.699183,0.70373
0.700409,0.12089,0.570959,0.686991,0.856774,0.606824,0.912836,0.504123
0.898903,0.11244,0.835027,0.837345,0.651896,0.760249,0.527515,0.412036
0.819896,0.122034,0.719761,0.43429,0.774253,0.959338,0.613996,0.506248
0.82054,0.123177,0.5045,0.52986,0.916381,0.77479,0.637063,0.629553
0.624874,0.147765,0.672178,0.705799,0.894056,0.707618,0.819516,0.316424
0.695837,0.104645,0.674453,0.584539,0.91696,0.929311,0.563297,0.566358
0.722966,0.119413,0.666713,0.729655,0.943996,0.754999,0.685059,0.375171
0.557945,0.148136,0.57405,0.724187,0.668099,0.87668,0.745873,0.526623
0.59315,0.142459,0.455564,0.526463,0.950548,0.912426,0.577805,0.696636
0.81127,0.142042,0.55781,0.752409,0.757769,0.656534,0.708521,0.508184
0.729412,0.140537,0.776762,0.604945,0.67733,0.693988,0.871559,0.427031
0.811646,0.109292,0.625401,0.648809,0.767452,0.799349,0.656942,0.567347
0.647385,0.14907,0.663074,0.518134,0.912087,0.566627,0.775301,0.593027
0.820875,0.13056,0.721014,0.799331,0.70307,0.507749,0.741761,0.498782
0.492918,1,0.083429,0.030752,0.016729,0.085927,0.017884,0.013453
0.735437,0.10528,0.542793,0.676937,0.782952,0.824684,0.64622,0.667102
0.820887,0.138601,0.551087,0.727559,0.8058,0.539883,0.699214,0.600948
0.571865,0.158291,0.927846,0.446169,0.984673,0.713179,0.51824,0.529706
0.580073,0.147483,0.588155,0.599781,0.85617,0.82806,0.696254,0.546988
0.843423,0.124638,0.618406,0.455443,0.802645,0.720377,0.724624,0.645509
0.89253,0.124966,0.783536,0.784864,0.768374,0.491934,0.643989,0.496257
0.894854,0.168915,0.596114,0.76473,0.503305,0.822887,0.545313,0.48423
1,0.151001,0.491577,0.724302,0.752141,0.719202,0.642779,0.428641
0.529668,0.141533,0.79757,0.793161,0.567118,0.427289,0.73501,0.759395
